sector_code,sector,mda_code,mda,sub_code,sub_mda,category_code,category,item_code,item,budget_type,amount,year
300,Economic Services,309,Ministry of Transport and Aviation,30901,Ministry,22,Use of goods and services,2261,Other General Expenses,Actuals,112140,2018
300,Economic Services,309,Ministry of Transport and Aviation,30901,Ministry,22,Use of goods and services,2261,Other General Expenses,Supplemental,134400,2019
300,Economic Services,309,Ministry of Transport and Aviation,30901,Ministry,22,Use of goods and services,2261,Other General Expenses,Adopted,234400,2020
300,Economic Services,309,Ministry of Transport and Aviation,30902,Civil Aviation and MetroAuthority,22,Use of goods and services,2261,Other General Expenses,Supplemental,1280,2019
300,Economic Services,309,Ministry of Transport and Aviation,30902,Civil Aviation and MetroAuthority,22,Use of goods and services,2261,Other General Expenses,Adopted,800000,2020
300,Economic Services,308,Ministry of Public Work & Reconstruction,30801,Ministry,23,Consumption of fixed capital,2311,Buildings and structures,Adopted,739110,2020
300,Economic Services,301,Ministry of Water and Energy,30101,Ministry,23,Consumption of fixed capital,2312,"Machinery, furniture and equipment",Supplemental,20000,2019
300,Economic Services,301,Ministry of Water and Energy,30101,Ministry,23,Consumption of fixed capital,2312,"Machinery, furniture and equipment",Adopted,5500,2020
300,Economic Services,302,Ministry of Mineral,30201,Ministry,23,Consumption of fixed capital,2312,"Machinery, furniture and equipment",Supplemental,2600,2019
300,Economic Services,302,Ministry of Mineral,30201,Ministry,23,Consumption of fixed capital,2312,"Machinery, furniture and equipment",Adopted,2600,2020
300,Economic Services,308,Ministry of Public Work & Reconstruction,30801,Ministry,23,Consumption of fixed capital,2312,"Machinery, furniture and equipment",Adopted,4000,2020
300,Economic Services,307,Ministry of Post and Telecommunication,30702,Somali National Telecommunications Authority,23,Consumption of fixed capital,2313,Information and Communication Technology (ICT),Supplemental,585000,2019
300,Economic Services,307,Ministry of Post and Telecommunication,30702,Somali National Telecommunications Authority,23,Consumption of fixed capital,2313,Information and Communication Technology (ICT),Adopted,585000,2020
300,Economic Services,308,Ministry of Public Work & Reconstruction,30801,Ministry,23,Consumption of fixed capital,2313,Information and Communication Technology (ICT),Adopted,7000,2020
300,Economic Services,309,Ministry of Transport and Aviation,30902,Civil Aviation and MetroAuthority,23,Consumption of fixed capital,2313,Information and Communication Technology (ICT),Adopted,613572,2020
300,Economic Services,301,Ministry of Water and Energy,30101,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Supplemental,45000,2019
300,Economic Services,301,Ministry of Water and Energy,30101,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Adopted,13000,2020
300,Economic Services,302,Ministry of Mineral,30201,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Supplemental,2250,2019
300,Economic Services,306,Ministry of Information,30601,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Supplemental,115600,2019
300,Economic Services,306,Ministry of Information,30601,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Adopted,115600,2020
300,Economic Services,307,Ministry of Post and Telecommunication,30701,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Actuals,1780412,2018
300,Economic Services,307,Ministry of Post and Telecommunication,30701,Ministry,23,Consumption of fixed capital,2314,Other fixed assets,Supplemental,1143988,2019
300,Economic Services,307,Ministry of Post and Telecommunication,30702,Somali National Telecommunications Authority,23,Consumption of fixed capital,2314,Other fixed assets,Actuals,169500,2018
300,Economic Services,307,Ministry of Post and Telecommunication,30702,Somali National Telecommunications Authority,23,Consumption of fixed capital,2314,Other fixed assets,Supplemental,570000,2019
300,Economic Services,307,Ministry of Post and Telecommunication,30702,Somali National Telecommunications Authority,23,Consumption of fixed capital,2314,Other fixed assets,Adopted,570000,2020
300,Economic Services,309,Ministry of Transport and Aviation,30902,Civil Aviation and MetroAuthority,23,Consumption of fixed capital,2314,Other fixed assets,Supplemental,6000000,2019
300,Economic Services,309,Ministry of Transport and Aviation,30902,Civil Aviation and MetroAuthority,23,Consumption of fixed capital,2314,Other fixed assets,Adopted,399250,2020
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,974462,2018
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,986616,2019
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,977796,2020
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,889036,2018
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,963612,2019
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,980460,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,347832,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,347832,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,338136,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,167841,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,191136,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,191136,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,987603,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,1058460,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,1231200,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,430203,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,423024,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,408996,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Actuals,672783,2018
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Supplemental,679284,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,21,Compensation of employees,2111,Wages and salaries in cash,Adopted,647844,2020
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2112,Allowances in cash,Actuals,121600,2018
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2112,Allowances in cash,Supplemental,126000,2019
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2112,Allowances in cash,Adopted,126000,2020
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2112,Allowances in cash,Actuals,474600,2018
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2112,Allowances in cash,Supplemental,822800,2019
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2112,Allowances in cash,Adopted,1730888,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2112,Allowances in cash,Actuals,68400,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2112,Allowances in cash,Supplemental,68400,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2112,Allowances in cash,Adopted,68400,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,21,Compensation of employees,2112,Allowances in cash,Actuals,199820,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,21,Compensation of employees,2112,Allowances in cash,Supplemental,245660,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,21,Compensation of employees,2112,Allowances in cash,Adopted,255660,2020
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,21,Compensation of employees,2112,Allowances in cash,Actuals,164400,2018
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,21,Compensation of employees,2112,Allowances in cash,Supplemental,206200,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,21,Compensation of employees,2112,Allowances in cash,Adopted,210000,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2112,Allowances in cash,Actuals,133200,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2112,Allowances in cash,Supplemental,196420,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2112,Allowances in cash,Adopted,198420,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,21,Compensation of employees,2112,Allowances in cash,Actuals,116400,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,21,Compensation of employees,2112,Allowances in cash,Supplemental,116400,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,21,Compensation of employees,2112,Allowances in cash,Adopted,116400,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,21,Compensation of employees,2112,Allowances in cash,Actuals,140000,2018
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,21,Compensation of employees,2112,Allowances in cash,Supplemental,140400,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,21,Compensation of employees,2112,Allowances in cash,Adopted,140400,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,21,Compensation of employees,2112,Allowances in cash,Supplemental,52000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,21,Compensation of employees,2112,Allowances in cash,Adopted,52000,2020
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2131,Other employee costs,Actuals,39690,2018
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2131,Other employee costs,Supplemental,2828824,2019
400,Social Services,401,Ministry of Health,40101,Ministry,21,Compensation of employees,2131,Other employee costs,Adopted,1708300,2020
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2131,Other employee costs,Actuals,1560750,2018
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2131,Other employee costs,Supplemental,4508080,2019
400,Social Services,402,Ministry of Education,40201,Ministry,21,Compensation of employees,2131,Other employee costs,Adopted,4640872,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2131,Other employee costs,Actuals,2153668,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2131,Other employee costs,Supplemental,3003961,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,21,Compensation of employees,2131,Other employee costs,Adopted,4140899,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2131,Other employee costs,Actuals,101990,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2131,Other employee costs,Supplemental,103257,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,21,Compensation of employees,2131,Other employee costs,Adopted,102420,2020
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2211,Utilities,Actuals,12500,2018
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2211,Utilities,Supplemental,30000,2019
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2211,Utilities,Adopted,35300,2020
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2211,Utilities,Actuals,21000,2018
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2211,Utilities,Supplemental,54000,2019
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2211,Utilities,Adopted,42000,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2211,Utilities,Actuals,7500,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2211,Utilities,Supplemental,37500,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2211,Utilities,Adopted,37500,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2211,Utilities,Actuals,61488,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2211,Utilities,Supplemental,82000,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2211,Utilities,Adopted,82000,2020
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2211,Utilities,Actuals,10000,2018
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2211,Utilities,Supplemental,12000,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2211,Utilities,Adopted,12000,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2211,Utilities,Actuals,19036,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2211,Utilities,Supplemental,95000,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2211,Utilities,Adopted,54000,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2211,Utilities,Actuals,14969,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2211,Utilities,Supplemental,30000,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2211,Utilities,Adopted,30000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2211,Utilities,Actuals,12500,2018
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2211,Utilities,Supplemental,30000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2211,Utilities,Adopted,30000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2211,Utilities,Supplemental,12000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2211,Utilities,Adopted,12000,2020
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2212,Rent,Adopted,12000,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2212,Rent,Supplemental,37200,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2212,Rent,Actuals,10000,2018
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2212,Rent,Supplemental,24000,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2212,Rent,Adopted,24000,2020
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Actuals,7498,2018
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,18000,2019
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Adopted,20400,2020
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Actuals,13570,2018
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,51000,2019
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Adopted,225000,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2213,Fuel and lubricants,Actuals,4500,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,19800,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2213,Fuel and lubricants,Adopted,19800,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2213,Fuel and lubricants,Actuals,916,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,11000,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2213,Fuel and lubricants,Adopted,11000,2020
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2213,Fuel and lubricants,Actuals,5000,2018
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,12000,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2213,Fuel and lubricants,Adopted,12000,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Actuals,15976,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,64000,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Adopted,37000,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Actuals,8968,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,18000,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Adopted,18000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Actuals,7472,2018
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,18000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2213,Fuel and lubricants,Adopted,18000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2213,Fuel and lubricants,Supplemental,12000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2213,Fuel and lubricants,Adopted,12000,2020
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Actuals,4962,2018
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,12000,2019
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Adopted,14000,2020
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Actuals,10272,2018
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,57000,2019
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Adopted,19000,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2214,Repairs and maintenance,Actuals,3000,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,14700,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2214,Repairs and maintenance,Adopted,14700,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2214,Repairs and maintenance,Actuals,916,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,11000,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2214,Repairs and maintenance,Adopted,11000,2020
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2214,Repairs and maintenance,Actuals,5000,2018
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,12000,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2214,Repairs and maintenance,Adopted,12000,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Actuals,5987,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,12000,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Adopted,16000,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Actuals,5975,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,12000,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Adopted,12000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Actuals,4883,2018
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,12000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2214,Repairs and maintenance,Adopted,12000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2214,Repairs and maintenance,Supplemental,12000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2214,Repairs and maintenance,Adopted,12000,2020
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Actuals,7461,2018
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,18000,2019
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Adopted,20500,2020
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Actuals,118351,2018
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,390164,2019
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Adopted,172138,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2215,Office materials and other consumables,Actuals,4500,2018
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,48000,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2215,Office materials and other consumables,Adopted,48000,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2215,Office materials and other consumables,Actuals,915,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,11000,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2215,Office materials and other consumables,Adopted,11000,2020
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2215,Office materials and other consumables,Actuals,25000,2018
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,46060,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2215,Office materials and other consumables,Adopted,46060,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Actuals,13986,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,104000,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Adopted,69000,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Actuals,8957,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,18000,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Adopted,18000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Actuals,12464,2018
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,30000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2215,Office materials and other consumables,Adopted,30000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2215,Office materials and other consumables,Supplemental,12000,2019
400,Social Services,405,Ministry of Women and Human Rights Dev.,40502,Somali Disable Agency,22,Use of goods and services,2215,Office materials and other consumables,Adopted,12000,2020
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2216,Travel expenses,Supplemental,22000,2019
400,Social Services,401,Ministry of Health,40101,Ministry,22,Use of goods and services,2216,Travel expenses,Adopted,92000,2020
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2216,Travel expenses,Supplemental,165548,2019
400,Social Services,402,Ministry of Education,40201,Ministry,22,Use of goods and services,2216,Travel expenses,Adopted,580800,2020
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2216,Travel expenses,Supplemental,28500,2019
400,Social Services,402,Ministry of Education,40202,Somali National Univercity,22,Use of goods and services,2216,Travel expenses,Adopted,28500,2020
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2216,Travel expenses,Actuals,4125,2018
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2216,Travel expenses,Supplemental,16500,2019
400,Social Services,402,Ministry of Education,40203,Somali Acedamy of Science and Arts,22,Use of goods and services,2216,Travel expenses,Adopted,16500,2020
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2216,Travel expenses,Supplemental,12000,2019
400,Social Services,402,Ministry of Education,40204,Intergovernmental Acedamy of Somali language,22,Use of goods and services,2216,Travel expenses,Adopted,12000,2020
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2216,Travel expenses,Actuals,5490,2018
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2216,Travel expenses,Supplemental,122000,2019
400,Social Services,403,Ministry of Labour and Social Affairs,40301,Ministry,22,Use of goods and services,2216,Travel expenses,Adopted,322000,2020
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2216,Travel expenses,Actuals,11000,2018
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2216,Travel expenses,Supplemental,22000,2019
400,Social Services,404,Ministry of Youth and Sport,40501,Ministry,22,Use of goods and services,2216,Travel expenses,Adopted,22000,2020
400,Social Services,405,Ministry of Women and Human Rights Dev.,40501,Ministry,22,Use of goods and services,2216,Travel expenses,Actuals,9500,2018
